int2398,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(3#ted))
int2398,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int9775,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int9775,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#5))
int2802,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int2802,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#1))
int7358,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int7358,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#6))
int6421,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(7#richard))
int6421,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#7))
int4544,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int4544,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#1))
int4447,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(10#richard))
int4447,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#10))
int8613,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(7#richard))
int8613,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#7))
int9933,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(9#richard))
int9933,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#9))
int7435,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(10#richard))
int7435,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#10))
int0954,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(1#ted))
int0954,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(2#ellen))
int8046,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(6#ted))
int8046,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(6#ellen))
int7776,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(5#ted))
int7776,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(9#ellen))
int1214,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(8#ted))
int1214,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(17#ellen))
int9700,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(5#ted))
int9700,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(2#ellen))
int3878,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(5#ted))
int3878,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(10#ellen))
int2929,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(7#richard))
int2929,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#7))
int5504,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(8#richard))
int5504,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#8))
int2367,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(4#ted))
int2367,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(8#ellen))
int5004,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(7#ted))
int5004,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(10#ellen))
int9869,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(9#richard))
int9869,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#9))
int0796,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int0796,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#5))
int1194,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int1194,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#6))
int5922,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(9#richard))
int5922,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#9))
int0813,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(10#ted))
int0813,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(13#ellen))
int7582,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(2#ted))
int7582,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(6#ellen))
int0446,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(5#ted))
int0446,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int9560,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int9560,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#6))
int3745,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(2#ted))
int3745,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int2330,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(2#richard))
int2330,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#2))
int3802,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(9#ted))
int3802,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int4648,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(6#ted))
int4648,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int6693,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(4#richard))
int6693,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#4))
int6686,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(4#ted))
int6686,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int7563,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(9#ted))
int7563,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int0434,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(9#richard))
int0434,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#9))
int4361,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(8#ted))
int4361,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int4572,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(5#ted))
int4572,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int0246,trustgame_simple,ellen,investor(10#3),ted,trustee(10#3),e(invest(5#ted))
int0246,trustgame_simple,ted,trustee(10#3),ellen,investor(10#3),e(repay(1#ellen))
int7983,trustgame_simple,ellen,investor(10#3),ted,trustee(10),e(invest(5#ted))
int7983,trustgame_simple,ted,trustee(10),ellen,investor(10#3),e(repay(1#ellen))
int6084,trustgame_simple,ellen,investor(10#3),ted,trustee(10),e(invest(5#ted))
int6084,trustgame_simple,ted,trustee(10),ellen,investor(10#3),e(repay(1#ellen))
int3872,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(3#ted))
int3872,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int3753,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(10#ted))
int3753,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(8#ellen))
int8156,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int8156,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#3))
int7230,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(7#richard))
int7230,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#7))
int0623,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(2#ted))
int0623,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int4493,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int4493,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#3))
int9927,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(5#ted))
int9927,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int9927,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int0824,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(8#ted))
int0824,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int6611,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(7#ted))
int6611,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int3822,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(9#ted))
int3822,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int3451,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(2#ted))
int3451,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(3#ellen))
int6334,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(10#ted))
int6334,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(3#ellen))
int0829,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(8#ted))
int0829,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(5#ellen))
int3465,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(10#richard))
int3465,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#10))
int9150,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(9#richard))
int9150,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#9))
int4811,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int4811,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#5))
int7059,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(4#ted))
int7059,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int7617,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(4#richard))
int7617,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#4))
int2089,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(2#richard))
int2089,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#2))
int6091,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int6091,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int6866,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(8#richard))
int6866,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#8))
int0335,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int0335,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#3))
int0358,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(9#ted))
int0358,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(26#ellen))
int9603,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(7#ted))
int9603,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(16#ellen))
int3882,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(9#richard))
int3882,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#9))
int3957,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int3957,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#3))
int0177,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(4#ted))
int0177,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(8#ellen))
int7810,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(5#ted))
int7810,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(4#ellen))
int9624,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(6#ted))
int9624,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(9#ellen))
int4439,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(6#ted))
int4439,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(7#ellen))
int6506,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int6506,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(2#ellen))
int7598,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(6#ted))
int7598,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(8#ellen))
int5116,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(7#ted))
int5116,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(6#ellen))
int8770,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int8770,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#5))
int4491,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int4491,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#5))
int3403,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(5#ted))
