int1688,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(6#ted))
int8369,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int5911,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(7#ted))
int5911,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int7072,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int7072,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#6))
int4650,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(4#richard))
int4650,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#4))
int4744,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(6#ted))
int4744,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(10#ellen))
int5606,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(10#ted))
int5606,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(7#ellen))
int8688,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int8688,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#1))
int9464,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(4#richard))
int9464,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#4))
int6377,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int6377,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int6471,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(5#ted))
int6471,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(11#ellen))
int1306,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(10#ted))
int1306,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(29#ellen))
int5752,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(7#richard))
int5752,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#7))
int7476,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int7476,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#6))
int8794,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int8794,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#6))
int3765,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(8#richard))
int7136,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(5#ted))
int3765,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#8))
int7136,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int0148,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int0148,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int9431,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(8#richard))
int9245,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int9245,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(3#ellen))
int9431,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#8))
int8571,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int8571,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int4116,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(4#ted))
int0844,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(8#richard))
int0583,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int0583,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#3))
int3737,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(2#ted))
int8810,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int8810,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#6))
int2338,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(8#ted))
int2338,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(7#ellen))
int8599,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int8599,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#3))
int7321,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int7321,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(1#ellen))
int6567,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int6567,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(2#ellen))
int7531,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(4#ted))
int7531,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(7#ellen))
int2636,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(2#ted))
int2636,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(6#ellen))
int9883,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(7#ted))
int9883,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(8#ellen))
int4729,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(r#richard))
int4729,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#r))
int7759,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(w#richard))
int7759,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#w))
int4688,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(5#ted))
int4688,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(13#ellen))
int3084,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(1#ted))
int3084,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(2#ellen))
int0399,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(2#richard))
int0399,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#2))
int1667,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(8#ted))
int9128,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(6#ted))
int9128,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(2#ellen))
int1425,trustgame_simple,ellen,investor(10#3),ted,trustee(3),e(invest(6#ted))
int1425,trustgame_simple,ted,trustee(3),ellen,investor(10#3),e(repay(10#ellen))
int1782,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(d#richard))
int1782,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#d))
int5836,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int5836,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#1))
int8760,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(2#richard))
int8760,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#2))
int2386,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int2386,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#1))
int6579,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(4#richard))
int6579,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#4))
int7685,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int7685,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#1))
int5185,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int5185,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#1))
int5428,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int5428,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#3))
int4994,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(7#richard))
int4994,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#7))
int9647,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int9647,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#6))
int4236,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int4236,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#1))
int5312,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int5312,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#1))
int2169,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int2169,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#1))
int3176,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int3176,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#1))
int7874,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int7874,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#3))
int8404,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int8404,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#3))
int1683,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(2#richard))
int1683,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#2))
int4920,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int4920,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#5))
int3414,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(4#richard))
int3414,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#4))
int6912,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int6912,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#5))
int7634,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int7634,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#5))
int1968,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int1968,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#1))
int5748,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(5#richard))
int5748,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#5))
int0442,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(2#richard))
int0442,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#2))
int7394,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int6183,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int6183,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#3))
int7394,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#3))
int9364,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(9#richard))
int9364,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#9))
int1416,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(4#richard))
int1416,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#4))
int6572,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int6572,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#3))
int4885,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(6#richard))
int4885,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#6))
int5275,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(7#richard))
int5275,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#7))
int6074,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(3#richard))
int6074,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#3))
int9919,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(2#richard))
int9919,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#2))
int2967,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(r#richard))
int2967,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(accept#r))
int7083,ultimategame,peter,proposer(10),richard,responder(10),e(offernum(1#richard))
int7083,ultimategame,richard,responder(10),peter,proposer(10),e(acceptornot(reject#1))
